# Title: July 2021 - June 2022 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
GA-241,Rabun County,Georgia,58,1.7,119,56.2
GA-243,Randolph County,Georgia,66.3,1.5,114,64.8
GA-245,Richmond County,Georgia,66.1,2.8,125,63.4
GA-247,Rockdale County,Georgia,63.8,2.8,126,61.1
GA-249,Schley County,Georgia,65.8,1.9,122,63.8
GA-251,Screven County,Georgia,66.5,2.4,123,64.2
GA-253,Seminole County,Georgia,68.2,1.4,116,66.7
GA-255,Spalding County,Georgia,64.6,2.7,126,61.9
GA-257,Stephens County,Georgia,61.9,1.6,119,60.3
GA-259,Stewart County,Georgia,65.4,1.2,109,64.2
GA-261,Sumter County,Georgia,66.7,2.3,124,64.5
GA-263,Talbot County,Georgia,64.3,1.5,116,62.7
GA-265,Taliaferro County,Georgia,64.2,2.3,126,61.9
GA-267,Tattnall County,Georgia,67.6,1.7,120,65.9
GA-269,Taylor County,Georgia,65.1,1.8,120,63.3
GA-271,Telfair County,Georgia,67,1.7,117,65.3
GA-273,Terrell County,Georgia,66.9,1.9,120,65
GA-275,Thomas County,Georgia,67.7,1.5,117,66.2
GA-277,Tift County,Georgia,66.7,1.4,118,65.3
GA-279,Toombs County,Georgia,67.2,1.7,120,65.5
GA-281,Towns County,Georgia,57.1,1.9,119,55.2
GA-283,Treutlen County,Georgia,66.6,1.7,118,64.9
GA-285,Troup County,Georgia,63.5,1.9,117,61.6
GA-287,Turner County,Georgia,66.8,2,121,64.7
GA-289,Twiggs County,Georgia,66.1,2.1,122,64
GA-291,Union County,Georgia,57.2,1.8,119,55.5
GA-293,Upson County,Georgia,64.6,2.1,123,62.5
GA-295,Walker County,Georgia,60.6,1.6,116,59
GA-297,Walton County,Georgia,63.6,2.7,127,60.8
GA-299,Ware County,Georgia,67.8,1.4,114,66.4
GA-301,Warren County,Georgia,64.3,2,122,62.3
GA-303,Washington County,Georgia,65.4,1.8,118,63.6
GA-305,Wayne County,Georgia,67.8,1.6,117,66.2
GA-307,Webster County,Georgia,65.9,1.7,118,64.2
GA-309,Wheeler County,Georgia,66.9,1.6,117,65.3
GA-311,White County,Georgia,59.4,1.8,123,57.5
GA-313,Whitfield County,Georgia,61.2,1.8,117,59.5
GA-315,Wilcox County,Georgia,66.9,2.2,122,64.8
GA-317,Wilkes County,Georgia,63.8,2.2,125,61.6
GA-319,Wilkinson County,Georgia,66,1.9,119,64
GA-321,Worth County,Georgia,67,1.8,119,65.2
ID-001,Ada County,Idaho,51.7,0.7,85,51
ID-003,Adams County,Idaho,43.9,1,97,42.9
ID-005,Bannock County,Idaho,45.2,1.2,101,44
ID-007,Bear Lake County,Idaho,40.7,1.5,98,39.3
ID-009,Benewah County,Idaho,46.1,1.4,104,44.7
ID-011,Bingham County,Idaho,44.2,0.8,86,43.4
ID-013,Blaine County,Idaho,42.3,1.2,99,41.1
ID-015,Boise County,Idaho,43.8,1.2,101,42.7
ID-017,Bonner County,Idaho,43.7,1.2,101,42.6
ID-019,Bonneville County,Idaho,42,1.1,95,40.9
ID-021,Boundary County,Idaho,41.5,1.3,101,40.2
ID-023,Butte County,Idaho,41.1,0.6,80,40.6
ID-025,Camas County,Idaho,42.4,2.2,116,40.2
ID-027,Canyon County,Idaho,52,0.8,87,51.2
ID-029,Caribou County,Idaho,42,1.1,95,40.9
ID-031,Cassia County,Idaho,46.6,1.5,104,45.1
ID-033,Clark County,Idaho,40.3,1.3,100,39
ID-035,Clearwater County,Idaho,43.9,0.9,94,43
ID-037,Custer County,Idaho,39.1,2.1,115,37
ID-039,Elmore County,Idaho,47.6,1.6,111,46
ID-041,Franklin County,Idaho,44.7,1.7,105,43
ID-043,Fremont County,Idaho,39.9,1.4,106,38.5
ID-045,Gem County,Idaho,49,0.6,80,48.4
ID-047,Gooding County,Idaho,49.4,1.9,110,47.5
ID-049,Idaho County,Idaho,42.2,1.4,106,40.9
ID-051,Jefferson County,Idaho,43.1,1,88,42.1
ID-053,Jerome County,Idaho,49.1,1.6,103,47.5
ID-055,Kootenai County,Idaho,46,1.5,105,44.6
ID-057,Latah County,Idaho,46.6,1.2,101,45.4
ID-059,Lemhi County,Idaho,40.3,2,114,38.2
ID-061,Lewis County,Idaho,46,1.1,100,44.9
ID-063,Lincoln County,Idaho,46.6,1.4,103,45.2
ID-065,Madison County,Idaho,43.2,1.7,110,41.4
ID-067,Minidoka County,Idaho,46.1,0.9,86,45.2
ID-069,Nez Perce County,Idaho,49.2,1.3,102,48
ID-071,Oneida County,Idaho,46.2,1.3,100,44.9
ID-073,Owyhee County,Idaho,48.1,1.3,107,46.8
ID-075,Payette County,Idaho,51.7,1.3,102,50.4
ID-077,Power County,Idaho,45.2,0.4,73,44.8
ID-079,Shoshone County,Idaho,42.8,1,95,41.8
ID-081,Teton County,Idaho,40.1,1.5,107,38.6
ID-083,Twin Falls County,Idaho,48,1.2,102,46.8
ID-085,Valley County,Idaho,40,1.8,116,38.2
ID-087,Washington County,Idaho,48.2,1,94,47.2
IL-001,Adams County,Illinois,53.7,1.3,103,52.4
IL-003,Alexander County,Illinois,58.9,2.1,121,56.8
IL-005,Bond County,Illinois,55.6,1.6,113,54
IL-007,Boone County,Illinois,49.8,2.5,120,47.3
IL-009,Brown County,Illinois,53.3,1.1,102,52.1
IL-011,Bureau County,Illinois,50.9,2,113,49
IL-013,Calhoun County,Illinois,55.8,2,117,53.8
IL-015,Carroll County,Illinois,49.6,2.3,114,47.3
IL-017,Cass County,Illinois,53.6,1.3,108,52.3
IL-019,Champaign County,Illinois,53,2.1,116,50.9
IL-021,Christian County,Illinois,53.9,1.5,110,52.5
IL-023,Clark County,Illinois,55.1,2.4,123,52.7
IL-025,Clay County,Illinois,56,2.1,119,53.9
IL-027,Clinton County,Illinois,56.5,1.8,116,54.6
IL-029,Coles County,Illinois,54.5,2.2,120,52.2
IL-031,Cook County,Illinois,51.7,2.8,122,48.9
IL-033,Crawford County,Illinois,55.5,1.9,115,53.6
IL-035,Cumberland County,Illinois,54.9,2.1,118,52.9
IL-037,DeKalb County,Illinois,49.8,2,115,47.8
IL-039,De Witt County,Illinois,53.1,2.3,117,50.8
IL-041,Douglas County,Illinois,54.1,2.5,121,51.6
IL-043,DuPage County,Illinois,51.1,2.6,119,48.5
IL-045,Edgar County,Illinois,54,2.1,118,51.9
IL-047,Edwards County,Illinois,57.1,2.1,122,54.9
IL-049,Effingham County,Illinois,54.9,1.8,115,53.2
IL-051,Fayette County,Illinois,55,1.5,111,53.5
IL-053,Ford County,Illinois,52.2,2.1,115,50.1
IL-055,Franklin County,Illinois,57.2,1.9,122,55.3
IL-057,Fulton County,Illinois,52.9,1.6,108,51.3
IL-059,Gallatin County,Illinois,57.7,1.5,112,56.2
IL-061,Greene County,Illinois,55.1,1.6,114,53.5
IL-063,Grundy County,Illinois,51.6,2.3,116,49.3
IL-065,Hamilton County,Illinois,57.4,2.2,124,55.2
IL-067,Hancock County,Illinois,52.9,1.2,100,51.7
IL-069,Hardin County,Illinois,57.8,1.5,114,56.3
IL-071,Henderson County,Illinois,52.1,1.4,107,50.6
IL-073,Henry County,Illinois,50.9,1.8,109,49.2
IL-075,Iroquois County,Illinois,51.9,1.9,113,50
IL-077,Jackson County,Illinois,57.3,1.8,121,55.4
IL-079,Jasper County,Illinois,55.4,2,117,53.5
IL-081,Jefferson County,Illinois,57,2.1,124,54.9
IL-083,Jersey County,Illinois,56.1,2.1,118,54.1
IL-085,Jo Daviess County,Illinois,48.7,1.8,108,46.8
IL-087,Johnson County,Illinois,57.6,1.6,115,56
IL-089,Kane County,Illinois,50.1,2.1,116,48
IL-091,Kankakee County,Illinois,51.6,2,113,49.6
IL-093,Kendall County,Illinois,50.9,2,116,48.9
IL-095,Knox County,Illinois,51.2,1.4,104,49.9
IL-097,Lake County,Illinois,50.3,2.6,118,47.6
IL-099,LaSalle County,Illinois,51.1,1.9,115,49.1
IL-101,Lawrence County,Illinois,56,1.6,116,54.4
IL-103,Lee County,Illinois,50.2,2.1,115,48.1
IL-105,Livingston County,Illinois,52.4,2.7,121,49.7
IL-107,Logan County,Illinois,53.5,2,114,51.6
IL-109,McDonough County,Illinois,52.2,1.1,100,51.1
IL-111,McHenry County,Illinois,49.5,2.4,118,47.1
IL-113,McLean County,Illinois,52.9,2.9,123,50
IL-115,Macon County,Illinois,53.6,1.9,115,51.7
IL-117,Macoupin County,Illinois,55,1.8,115,53.2
IL-119,Madison County,Illinois,56.3,1.7,115,54.7
IL-121,Marion County,Illinois,56,1.8,116,54.2
IL-123,Marshall County,Illinois,52.1,2.3,117,49.8
IL-125,Mason County,Illinois,53.7,1.7,108,52
IL-127,Massac County,Illinois,58.7,1.9,117,56.8
IL-129,Menard County,Illinois,53.5,1.5,108,52.1
IL-131,Mercer County,Illinois,51.6,1.8,111,49.8
IL-133,Monroe County,Illinois,57.7,2.2,122,55.5
IL-135,Montgomery County,Illinois,54.5,1.4,110,53
IL-137,Morgan County,Illinois,53.9,1.5,112,52.4
IL-139,Moultrie County,Illinois,53.9,1.9,116,52
IL-141,Ogle County,Illinois,50,2.4,117,47.6
IL-143,Peoria County,Illinois,52.8,2.4,118,50.4
IL-145,Perry County,Illinois,57,2,121,55.1
IL-147,Piatt County,Illinois,53.5,2.3,119,51.1
IL-149,Pike County,Illinois,54.3,1.3,109,52.9
IL-151,Pope County,Illinois,57.7,1.4,111,56.3
IL-153,Pulaski County,Illinois,59,2.1,123,56.8
IL-155,Putnam County,Illinois,51.7,1.9,113,49.8
IL-157,Randolph County,Illinois,57,1.7,115,55.2
IL-159,Richland County,Illinois,56.1,1.9,118,54.3
IL-161,Rock Island County,Illinois,51.6,2.2,117,49.4
IL-163,St. Clair County,Illinois,57,1.8,115,55.2
IL-165,Saline County,Illinois,57.3,1.5,113,55.8
IL-167,Sangamon County,Illinois,53.8,1.5,111,52.3
IL-169,Schuyler County,Illinois,53,1.2,101,51.9
IL-171,Scott County,Illinois,54.2,1.3,109,52.9
IL-173,Shelby County,Illinois,54.1,1.4,104,52.6
IL-175,Stark County,Illinois,51.2,1.8,111,49.4
IL-177,Stephenson County,Illinois,48.9,2.2,114,46.7
IL-179,Tazewell County,Illinois,53.3,2.5,120,50.8
IL-181,Union County,Illinois,57.8,1.9,121,55.9
IL-183,Vermilion County,Illinois,52.7,1.6,111,51.1
IL-185,Wabash County,Illinois,56.8,1.9,116,55
IL-187,Warren County,Illinois,51.3,1.2,100,50.1
IL-189,Washington County,Illinois,56.6,1.8,117,54.8
IL-191,Wayne County,Illinois,57.1,2.4,124,54.7
IL-193,White County,Illinois,57.6,2,121,55.6
IL-195,Whiteside County,Illinois,50.8,2.4,116,48.4
IL-197,Will County,Illinois,51.3,2,114,49.3
IL-199,Williamson County,Illinois,57.1,1.6,119,55.5
IL-201,Winnebago County,Illinois,49.9,2.5,118,47.4
IL-203,Woodford County,Illinois,52.6,2.8,121,49.8
IN-001,Adams County,Indiana,52.4,2.8,123,49.6
IN-003,Allen County,Indiana,51.7,2.4,118,49.3
IN-005,Bartholomew County,Indiana,55.1,2.2,121,52.9
IN-007,Benton County,Indiana,51.9,2.1,115,49.8
IN-009,Blackford County,Indiana,53,2.6,123,50.4
IN-011,Boone County,Indiana,52.5,2.3,121,50.2
IN-013,Brown County,Indiana,54.3,2,117,52.2
IN-015,Carroll County,Indiana,52.2,2,116,50.2
IN-017,Cass County,Indiana,51.7,1.9,115,49.8
IN-019,Clark County,Indiana,57,2.7,124,54.4
IN-021,Clay County,Indiana,54.7,2.5,122,52.2
IN-023,Clinton County,Indiana,52.2,2.1,117,50.1
IN-025,Crawford County,Indiana,55.7,1.3,112,54.4
IN-027,Daviess County,Indiana,55.8,2.1,122,53.7
IN-029,Dearborn County,Indiana,55.2,2.4,122,52.8
IN-031,Decatur County,Indiana,54.4,2.1,122,52.4
IN-033,DeKalb County,Indiana,50.9,2.4,119,48.5
IN-035,Delaware County,Indiana,53.8,3.2,125,50.6
IN-037,Dubois County,Indiana,55.8,1.5,114,54.3
IN-039,Elkhart County,Indiana,50.8,2.7,119,48.1
IN-041,Fayette County,Indiana,53.2,2,119,51.1
IN-043,Floyd County,Indiana,57.3,2.8,124,54.5
IN-045,Fountain County,Indiana,52.8,1.8,116,50.9
IN-047,Franklin County,Indiana,54.1,2.1,120,51.9
IN-049,Fulton County,Indiana,51.3,2.3,116,48.9
IN-051,Gibson County,Indiana,57.1,2.1,122,55.1
IN-053,Grant County,Indiana,52.8,2.4,123,50.4
IN-055,Greene County,Indiana,54.9,2.3,123,52.6
IN-057,Hamilton County,Indiana,52.7,1.9,116,50.8
IN-059,Hancock County,Indiana,53.6,2.2,121,51.3
IN-061,Harrison County,Indiana,57.1,2.5,124,54.6
IN-063,Hendricks County,Indiana,53.2,2.2,123,51
IN-065,Henry County,Indiana,52.8,2.4,119,50.4
IN-067,Howard County,Indiana,52.1,1.8,113,50.2
IN-069,Huntington County,Indiana,51.8,2,114,49.9
IN-071,Jackson County,Indiana,55.6,2.3,124,53.3
IN-073,Jasper County,Indiana,51.3,1.9,111,49.4
IN-075,Jay County,Indiana,52.7,2.7,121,50
IN-077,Jefferson County,Indiana,56.2,2.6,124,53.6
IN-079,Jennings County,Indiana,55.6,2.3,123,53.3
IN-081,Johnson County,Indiana,54.1,2.2,121,51.9
IN-083,Knox County,Indiana,56.2,2,118,54.2
IN-085,Kosciusko County,Indiana,51.1,2.4,117,48.7
IN-087,LaGrange County,Indiana,50.6,2.5,118,48.1
IN-089,Lake County,Indiana,51,1.9,112,49.1
IN-091,LaPorte County,Indiana,50.8,2.1,114,48.7
IN-093,Lawrence County,Indiana,54.7,1.8,119,52.9
IN-095,Madison County,Indiana,53.5,2.6,123,50.9
IN-097,Marion County,Indiana,53.7,2.1,119,51.6
IN-099,Marshall County,Indiana,51,2.6,119,48.4
IN-101,Martin County,Indiana,55.2,1.9,120,53.2
IN-103,Miami County,Indiana,51.9,2,116,49.9
IN-105,Monroe County,Indiana,53.9,1.9,115,52.1
IN-107,Montgomery County,Indiana,52.7,2.2,121,50.4
IN-109,Morgan County,Indiana,53.8,1.9,118,51.9
IN-111,Newton County,Indiana,51.4,1.9,112,49.6
IN-113,Noble County,Indiana,50.7,2.3,117,48.4
IN-115,Ohio County,Indiana,56.1,2.7,123,53.4
IN-117,Orange County,Indiana,55.2,1.6,119,53.6
IN-119,Owen County,Indiana,54.3,2.2,123,52
IN-121,Parke County,Indiana,53.5,1.9,116,51.6
IN-123,Perry County,Indiana,56,0.6,85,55.3
IN-125,Pike County,Indiana,56.4,2,119,54.4
IN-127,Porter County,Indiana,50.7,1.9,112,48.8
IN-129,Posey County,Indiana,57.7,1.6,117,56.1
IN-131,Pulaski County,Indiana,51.1,2,113,49.1
IN-133,Putnam County,Indiana,53.3,2,120,51.3
IN-135,Randolph County,Indiana,52.5,2.6,122,49.9
IN-137,Ripley County,Indiana,54.7,2.2,122,52.5
IN-139,Rush County,Indiana,53.6,2.2,120,51.4
IN-141,St. Joseph County,Indiana,50.9,2.6,118,48.3
IN-143,Scott County,Indiana,56.4,2.7,124,53.8
IN-145,Shelby County,Indiana,54.5,2.4,121,52.2
IN-147,Spencer County,Indiana,56.8,1.1,110,55.7
IN-149,Starke County,Indiana,51,2.3,115,48.8
IN-151,Steuben County,Indiana,50.2,2.5,118,47.7
IN-153,Sullivan County,Indiana,55.6,2.5,122,53.1
IN-155,Switzerland County,Indiana,56.4,2.8,123,53.6
IN-157,Tippecanoe County,Indiana,52.7,2.3,116,50.4
IN-159,Tipton County,Indiana,52.2,1.9,114,50.3
IN-161,Union County,Indiana,53.1,1.9,117,51.1
IN-163,Vanderburgh County,Indiana,57.8,1.9,121,55.9
IN-165,Vermillion County,Indiana,53.6,1.8,114,51.8
IN-167,Vigo County,Indiana,55.2,2.7,123,52.5
IN-169,Wabash County,Indiana,51.9,1.9,115,50
IN-171,Warren County,Indiana,52.4,1.9,116,50.6
IN-173,Warrick County,Indiana,57.2,1.8,119,55.4
IN-175,Washington County,Indiana,55.7,2.4,124,53.3
IN-177,Wayne County,Indiana,52.2,1.9,115,50.4
IN-179,Wells County,Indiana,52.3,2.5,119,49.8
IN-181,White County,Indiana,51.9,2.1,116,49.8
IN-183,Whitley County,Indiana,51,2,114,49.1
IA-001,Adair County,Iowa,49.8,1.3,102,48.5
IA-003,Adams County,Iowa,50.8,1.7,109,49.1
IA-005,Allamakee County,Iowa,46.2,0.8,90,45.3
IA-007,Appanoose County,Iowa,51.6,1.2,103,50.3
IA-009,Audubon County,Iowa,49.3,1.7,108,47.6
IA-011,Benton County,Iowa,48.2,0.9,93,47.3
IA-013,Black Hawk County,Iowa,48.2,1.6,107,46.6
IA-015,Boone County,Iowa,49.6,1.9,111,47.8
IA-017,Bremer County,Iowa,47.2,1.5,102,45.7
IA-019,Buchanan County,Iowa,47.2,1.1,98,46.1
IA-021,Buena Vista County,Iowa,47.8,1.9,108,45.9
IA-023,Butler County,Iowa,47.4,1.4,101,46
IA-025,Calhoun County,Iowa,48.7,1.8,108,46.9
IA-027,Carroll County,Iowa,49.4,2.3,115,47.1
IA-029,Cass County,Iowa,50.4,1.6,109,48.8
IA-031,Cedar County,Iowa,49.6,1.3,101,48.3
IA-033,Cerro Gordo County,Iowa,46.4,1.4,103,45
IA-035,Cherokee County,Iowa,48.1,2.1,112,46.1
IA-037,Chickasaw County,Iowa,46.2,1.4,101,44.8
IA-039,Clarke County,Iowa,51.4,1.8,111,49.6
IA-041,Clay County,Iowa,47.3,2.1,110,45.2
IA-043,Clayton County,Iowa,46.8,0.8,88,46
IA-045,Clinton County,Iowa,50.6,2.2,116,48.4
IA-047,Crawford County,Iowa,49.9,2.7,118,47.2
IA-049,Dallas County,Iowa,50.5,1.6,108,48.9
IA-051,Davis County,Iowa,51.7,1.2,106,50.5
IA-053,Decatur County,Iowa,52,2,112,50
IA-055,Delaware County,Iowa,47.2,1.1,98,46
IA-057,Des Moines County,Iowa,51.8,1.3,103,50.5
IA-059,Dickinson County,Iowa,46.3,1.8,105,44.5
IA-061,Dubuque County,Iowa,47.9,1.2,99,46.7
IA-063,Emmet County,Iowa,46,1.5,104,44.5
IA-065,Fayette County,Iowa,46,0.8,90,45.2
IA-067,Floyd County,Iowa,46.6,1.3,98,45.3
IA-069,Franklin County,Iowa,47.1,1.5,104,45.5
IA-071,Fremont County,Iowa,52.9,1.9,113,51
IA-073,Greene County,Iowa,49.4,1.7,107,47.7
IA-075,Grundy County,Iowa,48,1.4,101,46.6
IA-077,Guthrie County,Iowa,49.7,1.5,104,48.2
IA-079,Hamilton County,Iowa,47.8,1.1,101,46.7
IA-081,Hancock County,Iowa,46.1,1,93,45.1
IA-083,Hardin County,Iowa,48,1.5,104,46.5
IA-085,Harrison County,Iowa,51.4,2.7,117,48.8
IA-087,Henry County,Iowa,51,0.7,91,50.3
IA-089,Howard County,Iowa,45.1,1.3,100,43.7
IA-091,Humboldt County,Iowa,47.4,1,97,46.4
IA-093,Ida County,Iowa,49,2.3,114,46.7
IA-095,Iowa County,Iowa,49.6,1.3,101,48.2
IA-097,Jackson County,Iowa,49.4,1.8,111,47.6
IA-099,Jasper County,Iowa,50.2,1.5,106,48.6
IA-101,Jefferson County,Iowa,50.7,0.7,90,50
IA-103,Johnson County,Iowa,49.7,1.1,98,48.5
IA-105,Jones County,Iowa,49,1.7,108,47.2
IA-107,Keokuk County,Iowa,50.6,1.6,107,49
IA-109,Kossuth County,Iowa,46.4,1.2,100,45.2
IA-111,Lee County,Iowa,52.3,0.9,94,51.4
IA-113,Linn County,Iowa,48.8,1.5,106,47.2
IA-115,Louisa County,Iowa,51.6,1.7,108,49.9
IA-117,Lucas County,Iowa,51.2,1.4,103,49.8
IA-119,Lyon County,Iowa,47.1,2,110,45.2
IA-121,Madison County,Iowa,50.6,1.4,104,49.3
IA-123,Mahaska County,Iowa,51,1.6,107,49.4
IA-125,Marion County,Iowa,50.7,0.9,93,49.9
IA-127,Marshall County,Iowa,49,1.5,103,47.5
IA-129,Mills County,Iowa,52.3,1.9,111,50.3
IA-131,Mitchell County,Iowa,45.8,1.4,104,44.3
IA-133,Monona County,Iowa,50.6,2.6,118,48
IA-135,Monroe County,Iowa,51.4,1.2,101,50.1
IA-137,Montgomery County,Iowa,51.4,1.8,109,49.7
IA-139,Muscatine County,Iowa,50.7,1.3,104,49.4
IA-141,O&#039;Brien County,Iowa,47.4,2,109,45.4
IA-143,Osceola County,Iowa,46.4,1.8,107,44.6
IA-145,Page County,Iowa,52.3,2,112,50.3
IA-147,Palo Alto County,Iowa,46.8,1.5,103,45.3
IA-149,Plymouth County,Iowa,49.1,2.6,116,46.5
IA-151,Pocahontas County,Iowa,47.4,1,98,46.3
IA-153,Polk County,Iowa,50.7,1.5,107,49.2
IA-155,Pottawattamie County,Iowa,51.5,2.1,115,49.4
IA-157,Poweshiek County,Iowa,49.6,1.6,105,48
IA-159,Ringgold County,Iowa,51.6,2,112,49.6
IA-161,Sac County,Iowa,49,2.4,115,46.6
IA-163,Scott County,Iowa,51.3,2.4,117,48.9
IA-165,Shelby County,Iowa,50.2,2.1,114,48
IA-167,Sioux County,Iowa,48,2.1,113,45.9
IA-169,Story County,Iowa,49.5,1.8,108,47.7
IA-171,Tama County,Iowa,48.5,1.3,102,47.3
IA-173,Taylor County,Iowa,51.8,2.2,114,49.6
IA-175,Union County,Iowa,50.7,1.6,105,49.1
IA-177,Van Buren County,Iowa,51.3,0.4,84,50.9
IA-179,Wapello County,Iowa,51.4,1.4,105,50
IA-181,Warren County,Iowa,51.1,1.1,98,50
IA-183,Washington County,Iowa,50.6,1.4,104,49.2
IA-185,Wayne County,Iowa,51.4,1.4,106,50
IA-187,Webster County,Iowa,48.1,1.2,99,46.9
IA-189,Winnebago County,Iowa,45.4,0.9,90,44.6
IA-191,Winneshiek County,Iowa,46,1.7,103,44.3
IA-193,Woodbury County,Iowa,49.8,2.5,115,47.3
IA-195,Worth County,Iowa,45.6,1.2,99,44.4
IA-197,Wright County,Iowa,46.9,1,96,45.9
KS-001,Allen County,Kansas,57.7,1.7,114,56
KS-003,Anderson County,Kansas,57.1,1.8,116,55.3
KS-005,Atchison County,Kansas,55.1,2.1,117,53
KS-007,Barber County,Kansas,59.3,2.7,122,56.6
KS-009,Barton County,Kansas,56.1,1.7,114,54.3
KS-011,Bourbon County,Kansas,57.5,1.4,111,56.1
KS-013,Brown County,Kansas,54.4,2.2,116,52.2
KS-015,Butler County,Kansas,57.9,2.3,120,55.6
KS-017,Chase County,Kansas,56.6,2,116,54.6
KS-019,Chautauqua County,Kansas,58.9,1.5,112,57.4
KS-021,Cherokee County,Kansas,59.4,1.9,115,57.5
KS-023,Cheyenne County,Kansas,53.2,2.4,119,50.7
KS-025,Clark County,Kansas,58.8,2.3,120,56.5
KS-027,Clay County,Kansas,56.4,2.8,122,53.6
KS-029,Cloud County,Kansas,56.2,3,123,53.2
KS-031,Coffey County,Kansas,57.7,2.6,124,55
KS-033,Comanche County,Kansas,59.4,2.9,124,56.4
KS-035,Cowley County,Kansas,58.9,2.1,116,56.9
KS-037,Crawford County,Kansas,58.5,1.7,114,56.7
KS-039,Decatur County,Kansas,53.8,2.4,121,51.3
KS-041,Dickinson County,Kansas,57.4,3.1,122,54.3
KS-043,Doniphan County,Kansas,54.6,1.6,110,53
KS-045,Douglas County,Kansas,56.9,2.4,120,54.4
KS-047,Edwards County,Kansas,57.5,2.8,124,54.8
KS-049,Elk County,Kansas,58,1.6,112,56.4
KS-051,Ellis County,Kansas,55.6,2.1,117,53.5
KS-053,Ellsworth County,Kansas,57.1,2.6,121,54.4
KS-055,Finney County,Kansas,56.1,2.7,122,53.4
KS-057,Ford County,Kansas,57.4,2.6,122,54.7
KS-059,Franklin County,Kansas,57,2.2,120,54.8
KS-061,Geary County,Kansas,56.8,2.8,123,54
KS-063,Gove County,Kansas,55,2.3,120,52.7
KS-065,Graham County,Kansas,54.8,2.1,118,52.7
KS-067,Grant County,Kansas,56.2,1.8,113,54.4
KS-069,Gray County,Kansas,56.7,2.6,122,54.2
KS-071,Greeley County,Kansas,53.8,2,116,51.8
KS-073,Greenwood County,Kansas,57.5,2.1,117,55.5
KS-075,Hamilton County,Kansas,55.4,1.9,117,53.5
KS-077,Harper County,Kansas,59.2,2.1,119,57.1
KS-079,Harvey County,Kansas,58,2.6,122,55.4
KS-081,Haskell County,Kansas,56.4,2.1,118,54.3
KS-083,Hodgeman County,Kansas,57.1,2.6,121,54.5
KS-085,Jackson County,Kansas,55.2,2.3,120,52.9
KS-087,Jefferson County,Kansas,56,2.4,120,53.6
KS-089,Jewell County,Kansas,54.8,2.7,121,52
KS-091,Johnson County,Kansas,56.8,2.5,121,54.3
KS-093,Kearny County,Kansas,55.7,2.3,119,53.4
KS-095,Kingman County,Kansas,58.1,1.9,115,56.1
KS-097,Kiowa County,Kansas,58.3,2.9,125,55.4
KS-099,Labette County,Kansas,59,1.4,111,57.6
KS-101,Lane County,Kansas,55.7,2.8,122,52.9
KS-103,Leavenworth County,Kansas,56.5,2.6,122,53.9
KS-105,Lincoln County,Kansas,56.6,2.7,122,53.8
KS-107,Linn County,Kansas,57.1,1.6,112,55.5
KS-109,Logan County,Kansas,54.8,2.5,121,52.3
KS-111,Lyon County,Kansas,57.3,2.9,124,54.4
KS-113,McPherson County,Kansas,57.4,2.7,121,54.7
KS-115,Marion County,Kansas,57.1,2.4,119,54.6
KS-117,Marshall County,Kansas,54.3,2,113,52.3
KS-119,Meade County,Kansas,57.9,2,119,55.9
KS-121,Miami County,Kansas,57,2.3,118,54.7
KS-123,Mitchell County,Kansas,55.6,2.5,119,53.1
KS-125,Montgomery County,Kansas,59.2,1.4,113,57.8
KS-127,Morris County,Kansas,56.3,2.5,121,53.8
KS-129,Morton County,Kansas,56.5,1.5,108,55
KS-131,Nemaha County,Kansas,54.2,2.2,118,52
KS-133,Neosho County,Kansas,58.4,1.6,115,56.8
KS-135,Ness County,Kansas,56.1,2.1,116,53.9
KS-137,Norton County,Kansas,54,2.3,118,51.7
KS-139,Osage County,Kansas,57.3,3,125,54.3
KS-141,Osborne County,Kansas,55.4,2.3,119,53.1
KS-143,Ottawa County,Kansas,57,3.1,122,53.9
KS-145,Pawnee County,Kansas,56.4,2,115,54.4
KS-147,Phillips County,Kansas,54.4,2.2,118,52.2
KS-149,Pottawatomie County,Kansas,55.5,2.3,120,53.2
KS-151,Pratt County,Kansas,58.2,2.8,124,55.4
KS-153,Rawlins County,Kansas,53.5,2.4,121,51.1
KS-155,Reno County,Kansas,57.5,2,114,55.6
KS-157,Republic County,Kansas,55,2.9,121,52.1
KS-159,Rice County,Kansas,56.9,2,119,54.8
KS-161,Riley County,Kansas,56.2,2.6,123,53.6
KS-163,Rooks County,Kansas,55.1,2,115,53.1
KS-165,Rush County,Kansas,55.7,1.7,112,54
KS-167,Russell County,Kansas,56.4,2.5,120,53.9
KS-169,Saline County,Kansas,57.6,3,122,54.5
KS-171,Scott County,Kansas,55.4,2.8,122,52.6
KS-173,Sedgwick County,Kansas,58.6,2.4,120,56.3
KS-175,Seward County,Kansas,57.3,1.8,117,55.4
KS-177,Shawnee County,Kansas,56.6,2.7,124,54
KS-179,Sheridan County,Kansas,54.1,2.2,118,51.9
KS-181,Sherman County,Kansas,53.5,2.9,122,50.6
KS-183,Smith County,Kansas,54.4,2.2,119,52.2
KS-185,Stafford County,Kansas,56.8,1.9,117,54.8
KS-187,Stanton County,Kansas,56.1,1.6,112,54.4
KS-189,Stevens County,Kansas,56.7,1.7,113,55.1
KS-191,Sumner County,Kansas,59.4,2.2,117,57.2
